School Name,County,BS,MS,S,phd,Total,Post Grad Percentage,Total Students Enrolled,Teacher-Student Ratio,White Percentage,Black Percentage,Econ Disadvantaged Percentage
Griffin High School,Griffin-Spalding County,29,43,11,5,88,0.6704545454545454,1594,18.113636363636363,25.6,58.2,65.9
Cowan Road Elementary School,Griffin-Spalding County,23,11,6,1,41,0.43902439024390244,549,13.390243902439025,24.8,54.8,78.9
Jordan Hill Road Elementary School,Griffin-Spalding County,10,16,6,1,33,0.696969696969697,346,10.484848484848484,45.7,32.4,68.2
Futral Road Elementary School,Griffin-Spalding County,16,18,9,1,44,0.6363636363636364,630,14.318181818181818,58.7,23.2,55.2
Cowan Road Middle School,Griffin-Spalding County,26,15,5,2,48,0.4583333333333333,633,13.1875,26.2,53.7,77.4
AZ Kelsey Academy,Griffin-Spalding County,0,7,3,0,10,1.0,46,4.6,17.4,76.1,56.5
Anne Street Elementary School,Griffin-Spalding County,10,13,3,1,27,0.6296296296296297,376,13.925925925925926,5.9,87.2,100.0
Jackson Road Elementary School,Griffin-Spalding County,11,17,2,0,30,0.6333333333333333,371,12.366666666666667,58.0,27.5,75.7
Beaverbrook Elementary School,Griffin-Spalding County,11,11,3,1,26,0.5769230769230769,349,13.423076923076923,53.0,18.9,73.9
Crescent Road Elementary School,Griffin-Spalding County,14,9,6,1,30,0.5333333333333333,371,12.366666666666667,55.8,29.6,48.2
Moore Elementary School,Griffin-Spalding County,12,13,1,2,28,0.5714285714285714,408,14.571428571428571,2.0,87.5,100.0
Orrs Elementary School,Griffin-Spalding County,18,12,7,0,37,0.5135135135135135,513,13.864864864864865,24.6,56.5,78.8
Stephens County Middle School,Stephens County,25,20,17,2,64,0.609375,968,15.125,73.9,11.3,100.0
Big A Elementary School,Stephens County,17,6,6,0,29,0.41379310344827586,316,10.89655172413793,68.7,11.4,100.0
Toccoa Elementary School,Stephens County,15,14,13,0,42,0.6428571428571429,611,14.547619047619047,72.3,12.8,100.0
Stephens County Fifth Grade Academy,Stephens County,10,7,12,0,29,0.6551724137931034,277,9.551724137931034,72.2,12.3,100.0
Stephens County High School,Stephens County,18,36,14,1,69,0.7391304347826086,1193,17.28985507246377,74.4,13.2,45.8
Stewart County Middle School,Stewart County,0,4,6,1,11,1.0,125,11.363636363636363,6.4,92.0,0.0
Stewart County Elementary School,Stewart County,11,5,2,0,18,0.3888888888888889,200,11.11111111111111,5.5,90.5,0.0
Stewart County High School,Stewart County,3,7,4,1,15,0.8,117,7.8,9.4,88.0,0.0
Sumter County Primary School,Sumter County,23,15,12,1,51,0.5490196078431373,532,10.431372549019608,6.4,75.2,100.0
Americus Sumter High School (Old Americus-Sumter HS S),Sumter County,22,23,9,2,56,0.6071428571428571,737,13.160714285714286,8.5,79.0,100.0
Sumter County Elementary School,Sumter County,12,11,12,1,36,0.6666666666666666,546,15.166666666666666,6.2,78.4,100.0
Sumter County Middle School,Sumter County,16,15,8,1,40,0.6,616,15.4,7.5,76.9,100.0
Americus Sumter 9th Grade Academy,Sumter County,14,11,2,0,27,0.48148148148148145,305,11.296296296296296,7.5,77.0,100.0
Sumter County Intermediate School,Sumter County,24,19,12,0,55,0.5636363636363636,879,15.981818181818182,6.4,77.8,100.0
Central Elementary/High School,Talbot County,12,19,8,0,39,0.6923076923076923,471,12.076923076923077,12.3,87.3,100.0
Taliaferro County School,Taliaferro County,7,11,6,0,24,0.7083333333333334,176,7.333333333333333,10.8,71.6,100.0
North Tattnall Middle School,Tattnall County,18,14,4,0,36,0.5,517,14.36111111111111,49.9,22.8,100.0
Tattnall County High School,Tattnall County,21,22,11,3,57,0.631578947368421,1073,18.82456140350877,50.5,25.1,100.0
South Tattnall Middle School,Tattnall County,12,14,5,1,32,0.625,400,12.5,52.5,27.0,100.0
Collins Elementary School,Tattnall County,10,5,5,1,21,0.5238095238095238,241,11.476190476190476,64.3,21.2,100.0
Glennville Elementary School,Tattnall County,18,24,14,2,58,0.6896551724137931,759,13.086206896551724,51.8,26.7,100.0
Reidsville Elementary School,Tattnall County,19,33,6,0,58,0.6724137931034483,730,12.586206896551724,42.3,25.9,100.0
Taylor County Primary School,Taylor County,10,8,7,0,25,0.6,278,11.12,47.8,44.6,100.0
Taylor County Upper Elementary,Taylor County,7,9,8,0,24,0.7083333333333334,296,12.333333333333334,49.0,43.6,100.0
Georgia Center,Taylor County,1,3,0,0,4,0.75,71,17.75,35.2,50.7,100.0
Taylor County High School,Taylor County,9,14,6,1,30,0.7,411,13.7,59.9,34.3,100.0
Taylor County Middle School,Taylor County,5,10,7,0,22,0.7727272727272727,303,13.772727272727273,49.5,42.9,100.0
Telfair County Middle School,Telfair County,9,12,7,2,30,0.7,371,12.366666666666667,48.0,39.6,100.0
Telfair County Elementary,Telfair County,14,21,15,0,50,0.72,751,15.02,49.9,36.9,100.0
Telfair County High School,Telfair County,11,12,8,2,33,0.6666666666666666,467,14.151515151515152,51.4,38.5,100.0
Telfair Alternative Preparation School,Telfair County,0,0,1,0,1,1.0,23,23.0,52.2,47.8,100.0
Terrell High School,Terrell County,5,13,5,2,25,0.8,351,14.04,6.0,91.2,100.0
Terrell Middle School,Terrell County,4,9,5,1,19,0.7894736842105263,280,14.736842105263158,4.3,91.4,100.0
Cooper-Carver Elementary School,Terrell County,13,20,7,1,41,0.6829268292682927,534,13.024390243902438,4.9,91.9,100.0
Bishop Hall Charter School,Thomas County,4,8,6,1,19,0.7894736842105263,281,14.789473684210526,65.1,24.9,100.0
Hand In Hand Primary,Thomas County,23,17,9,0,49,0.5306122448979592,425,8.673469387755102,51.1,36.0,100.0
The Renaissance Center for Academic and Career Development,Thomas County,1,2,3,0,6,0.8333333333333334,56,9.333333333333334,44.6,44.6,100.0
Thomas County Central High School,Thomas County,30,44,21,3,98,0.6938775510204082,1493,15.23469387755102,53.2,34.6,100.0
Cross Creek Elementary School,Thomas County,22,22,19,0,63,0.6507936507936508,841,13.34920634920635,49.8,35.8,100.0
Thomas County Middle School,Thomas County,54,49,28,2,133,0.5939849624060151,1926,14.481203007518797,52.3,36.2,100.0
Garrison-Pilcher Elementary School,Thomas County,27,21,10,0,58,0.5344827586206896,837,14.431034482758621,48.0,38.9,100.0
Annie Belle Clark Elementary School,Tift County,20,17,16,0,53,0.6226415094339622,754,14.226415094339623,47.3,32.8,100.0
G. O. Bailey Elementary School,Tift County,18,16,3,0,37,0.5135135135135135,483,13.054054054054054,37.7,28.8,100.0
Tift County High School,Tift County,40,50,23,10,123,0.6747967479674797,2388,19.414634146341463,42.4,33.4,100.0
Eighth Street Middle School,Tift County,25,25,15,1,66,0.6212121212121212,1036,15.696969696969697,45.2,33.0,100.0
J. T. Reddick Elementary School,Tift County,10,12,6,0,28,0.6428571428571429,364,13.0,30.8,51.9,100.0
Len Lastinger Elementary School,Tift County,15,19,3,0,37,0.5945945945945946,474,12.81081081081081,46.0,35.4,100.0
Northeast Middle School,Tift County,29,21,5,2,57,0.49122807017543857,809,14.192982456140351,32.3,43.3,100.0
Omega Elementary School,Tift County,17,10,3,0,30,0.43333333333333335,357,11.9,40.6,16.5,100.0
Matt Wilson Elementary School,Tift County,14,10,5,0,29,0.5172413793103449,403,13.89655172413793,34.0,44.7,100.0
Charles Spencer Elementary School,Tift County,19,12,7,0,38,0.5,401,10.552631578947368,41.1,44.9,100.0
Toombs County Middle School,Toombs County,21,21,5,0,47,0.5531914893617021,734,15.617021276595745,48.4,17.7,100.0
Lyons Primary School,Toombs County,20,14,5,0,39,0.48717948717948717,475,12.179487179487179,44.8,22.1,100.0
Toombs County High School,Toombs County,22,19,8,1,50,0.56,818,16.36,55.3,17.6,100.0
Lyons Upper Elementary,Toombs County,8,22,6,0,36,0.7777777777777778,488,13.555555555555555,40.2,24.8,100.0
Toombs Central Elementary School,Toombs County,10,21,5,0,36,0.7222222222222222,444,12.333333333333334,69.1,2.3,100.0
Towns County Elementary School,Towns County,11,13,12,1,37,0.7027027027027027,432,11.675675675675675,88.9,0.2,48.1
Towns County Middle School,Towns County,6,9,7,1,23,0.7391304347826086,240,10.434782608695652,90.0,1.3,42.5
Towns County High School,Towns County,7,8,14,1,30,0.7666666666666667,331,11.033333333333333,89.7,1.8,38.4
Treutlen Elementary School,Treutlen County,8,24,9,1,42,0.8095238095238095,514,12.238095238095237,55.6,35.2,100.0
Treutlen Middle/High School,Treutlen County,10,17,7,2,36,0.7222222222222222,598,16.61111111111111,54.8,39.3,100.0
West Point Elementary School,Troup County,12,9,6,0,27,0.5555555555555556,366,13.555555555555555,32.5,58.7,100.0
Long Cane Elementary School,Troup County,6,18,10,0,34,0.8235294117647058,575,16.91176470588235,77.2,12.7,48.2
Gardner-Newman Middle School,Troup County,18,39,7,0,64,0.71875,1076,16.8125,35.4,44.9,56.1
Hollis Hand Elementary School,Troup County,10,16,12,0,38,0.7368421052631579,587,15.447368421052632,58.3,22.5,42.8
Callaway High School,Troup County,21,18,9,0,48,0.5625,939,19.5625,38.4,49.0,100.0
Callaway Middle School,Troup County,22,16,9,0,47,0.5319148936170213,795,16.914893617021278,35.7,50.7,100.0
Franklin Forest Elementary,Troup County,10,29,13,0,52,0.8076923076923077,733,14.096153846153847,21.8,55.0,100.0
Bradfield Center - Ault Academy,Troup County,2,4,0,0,6,0.6666666666666666,56,9.333333333333334,44.6,39.3,100.0
Long Cane Middle School,Troup County,23,25,14,2,64,0.640625,1111,17.359375,50.0,38.3,52.6
Troup County High School,Troup County,21,27,16,4,68,0.6911764705882353,1382,20.323529411764707,54.1,35.6,43.6
Hogansville Elementary School,Troup County,14,14,3,1,32,0.5625,435,13.59375,49.7,34.5,100.0
Ethel W. Kight Elementary School,Troup County,13,29,6,0,48,0.7291666666666666,581,12.104166666666666,13.3,66.3,100.0
Clearview Elementary School,Troup County,22,16,6,1,45,0.5111111111111111,663,14.733333333333333,18.1,65.5,100.0
The Hope Academy School,Troup County,0,4,2,2,8,1.0,93,11.625,14.0,81.7,73.1
LaGrange High School,Troup County,12,32,14,6,64,0.8125,1279,19.984375,38.2,46.6,49.6
Hillcrest Elementary School,Troup County,4,10,10,0,24,0.8333333333333334,332,13.833333333333334,75.6,10.5,36.4
Rosemont Elementary School,Troup County,6,20,6,0,32,0.8125,530,16.5625,77.5,10.4,41.7
Berta Weathersbee Elementary School,Troup County,10,10,4,2,26,0.6153846153846154,292,11.23076923076923,4.8,86.0,100.0
Turner County Middle School,Turner County,12,5,4,0,21,0.42857142857142855,285,13.571428571428571,25.3,66.7,100.0
Turner County Elementary School,Turner County,10,16,13,0,39,0.7435897435897436,534,13.692307692307692,25.1,68.2,100.0
Turner County High School,Turner County,11,8,8,0,27,0.5925925925925926,352,13.037037037037036,24.1,63.6,100.0
Jeffersonville Elementary,Twiggs County,15,5,3,1,24,0.375,352,14.666666666666666,36.4,59.4,100.0
Twiggs County High School,Twiggs County,6,8,1,0,15,0.6,221,14.733333333333333,38.0,57.0,100.0
Twiggs Middle School,Twiggs County,5,5,2,0,12,0.5833333333333334,195,16.25,35.4,60.5,100.0
Union County High School,Union County,9,20,24,4,57,0.8421052631578947,895,15.701754385964913,92.3,0.2,38.4
Union County Elementary School,Union County,13,14,14,1,42,0.6904761904761905,655,15.595238095238095,90.2,0.9,48.5
Union County Middle School,Union County,8,18,15,1,42,0.8095238095238095,733,17.452380952380953,91.1,0.7,44.2
Union County Primary School,Union County,10,15,22,0,47,0.7872340425531915,621,13.212765957446809,89.7,0.3,50.4
Woody Gap High/Elementary School,Union County,3,3,3,0,9,0.6666666666666666,69,7.666666666666667,94.2,0.0,100.0
Upson-Lee Primary School,Thomaston-Upson County,29,21,16,0,66,0.5606060606060606,941,14.257575757575758,53.8,35.1,100.0
Upson-Lee High School,Thomaston-Upson County,35,38,4,3,80,0.5625,1224,15.3,58.3,33.5,100.0
Upson-Lee Elementary School,Thomaston-Upson County,23,24,13,0,60,0.6166666666666667,955,15.916666666666666,55.5,34.8,100.0
Upson-Lee Middle School,Thomaston-Upson County,31,21,15,1,68,0.5441176470588235,974,14.323529411764707,54.7,35.6,100.0
Rock Spring Elementary School,Walker County,14,17,9,0,40,0.65,389,9.725,89.5,3.1,62.2
Chattanooga Valley Middle School,Walker County,18,13,12,1,44,0.5909090909090909,552,12.545454545454545,88.2,3.4,65.6
Saddle Ridge Elementary and Middle School,Walker County,27,20,14,1,62,0.5645161290322581,686,11.064516129032258,90.2,1.9,50.1
LaFayette Middle School,Walker County,25,21,12,0,58,0.5689655172413793,668,11.517241379310345,86.5,3.9,73.8
Ridgeland High School,Walker County,23,41,14,5,83,0.7228915662650602,1351,16.27710843373494,81.7,8.1,65.4
Rossville Elementary School,Walker County,20,14,8,0,42,0.5238095238095238,458,10.904761904761905,71.6,12.9,85.6
Gilbert Elementary School,Walker County,21,13,4,0,38,0.4473684210526316,470,12.368421052631579,84.3,5.5,80.9
LaFayette High School,Walker County,37,25,11,3,76,0.5131578947368421,1166,15.342105263157896,87.7,3.9,58.3
Cherokee Ridge Elementary,Walker County,16,20,11,1,48,0.6666666666666666,576,12.0,85.8,5.9,70.8
North LaFayette Elementary School,Walker County,15,12,9,0,36,0.5833333333333334,401,11.13888888888889,84.5,5.0,64.3
Rossville Middle School,Walker County,22,21,8,2,53,0.5849056603773585,528,9.962264150943396,72.9,13.1,84.5
Fairyland Elementary School,Walker County,6,12,8,0,26,0.7692307692307693,246,9.461538461538462,89.0,0.8,24.8
Naomi Elementary School,Walker County,12,14,3,0,29,0.5862068965517241,306,10.551724137931034,85.0,2.9,75.8
Chattanooga Valley Elementary School,Walker County,14,15,9,0,38,0.631578947368421,526,13.842105263157896,87.6,4.0,64.4
Stone Creek Elementary School,Walker County,21,12,4,0,37,0.43243243243243246,443,11.972972972972974,81.7,6.1,80.8
Atha Road Elementary School,Walton County,11,24,21,0,56,0.8035714285714286,811,14.482142857142858,58.6,24.7,57.7
Youth Middle School,Walton County,16,26,20,0,62,0.7419354838709677,1217,19.629032258064516,74.4,13.5,40.0
Monroe Elementary,Walton County,8,14,13,3,38,0.7894736842105263,552,14.526315789473685,35.9,44.9,66.7
Walnut Grove High School,Walton County,17,34,24,4,79,0.7848101265822784,1431,18.11392405063291,74.3,13.3,29.9
Bay Creek Elementary School,Walton County,12,19,18,2,51,0.7647058823529411,702,13.764705882352942,27.1,40.7,60.5
Loganville Elementary School,Walton County,11,32,19,1,63,0.8253968253968254,1003,15.920634920634921,64.1,17.7,32.8
Carver Middle School,Walton County,21,28,14,1,64,0.671875,917,14.328125,47.7,40.2,60.7
Loganville High School,Walton County,21,34,32,5,92,0.7717391304347826,1827,19.858695652173914,57.1,23.3,28.9
Youth Elementary School,Walton County,12,20,21,0,53,0.7735849056603774,755,14.245283018867925,80.5,8.1,29.7
Monroe Area High School,Walton County,16,33,16,6,71,0.7746478873239436,1098,15.464788732394366,49.5,35.2,50.7
Loganville Middle School,Walton County,17,25,30,3,75,0.7733333333333333,1479,19.72,57.1,22.0,37.6
Walker Park Elementary School,Walton County,6,15,18,2,41,0.8536585365853658,604,14.731707317073171,64.4,22.0,47.0
Ware County High School,Ware County,32,47,22,2,103,0.6893203883495146,1698,16.485436893203882,52.3,35.9,100.0
Williams Heights Elementary School,Ware County,10,15,8,0,33,0.696969696969697,513,15.545454545454545,38.2,49.1,100.0
Waycross Middle School,Ware County,22,17,6,2,47,0.5319148936170213,681,14.48936170212766,35.2,53.3,100.0
Center Elementary School,Ware County,18,12,7,0,37,0.5135135135135135,537,14.513513513513514,32.2,56.2,100.0
Ware County Middle School,Ware County,30,21,6,0,57,0.47368421052631576,859,15.070175438596491,55.8,27.7,100.0
Ruskin Elementary School,Ware County,15,15,5,0,35,0.5714285714285714,441,12.6,43.3,33.3,100.0
Memorial Drive Elementary School,Ware County,15,8,6,0,29,0.4827586206896552,428,14.758620689655173,49.3,36.7,100.0
Waresboro Elementary School,Ware County,9,17,5,1,32,0.71875,456,14.25,58.3,25.9,100.0
Wacona Elementary School,Ware County,18,20,12,0,50,0.64,682,13.64,62.6,25.7,100.0
Warren County Middle School,Warren County,3,6,5,1,15,0.8,168,11.2,9.5,84.5,100.0
Warren County High School,Warren County,6,4,2,1,13,0.5384615384615384,162,12.461538461538462,9.9,88.9,100.0
Freeman Elementary School,Warren County,12,9,4,0,25,0.52,323,12.92,12.7,83.6,100.0
T. J. Elder Middle School,Washington County,16,27,7,0,50,0.68,774,15.48,28.4,66.4,100.0
Washington County High School,Washington County,16,26,9,1,52,0.6923076923076923,899,17.28846153846154,29.5,65.3,100.0
Ridge Road Primary School,Washington County,15,22,9,0,46,0.6739130434782609,683,14.847826086956522,27.8,66.6,100.0
Ridge Road Elementary School,Washington County,16,21,8,0,45,0.6444444444444445,660,14.666666666666666,27.0,67.9,100.0
Wayne County High School,Wayne County,39,35,14,2,90,0.5666666666666667,1487,16.522222222222222,63.0,22.9,100.0
Martha Puckett Middle School,Wayne County,17,17,7,0,41,0.5853658536585366,639,15.585365853658537,61.2,21.4,100.0
Arthur Williams Middle School,Wayne County,21,16,9,1,47,0.5531914893617021,698,14.851063829787234,61.3,25.5,100.0
Martha Rawls Smith Elementary School,Wayne County,30,10,6,1,47,0.3617021276595745,544,11.574468085106384,41.5,36.8,100.0
Bacon Elementary School,Wayne County,20,18,8,0,46,0.5652173913043478,589,12.804347826086957,59.4,22.1,100.0
Jesup Elementary School,Wayne County,15,25,7,0,47,0.6808510638297872,649,13.808510638297872,51.8,30.4,100.0
Screven Elementary School,Wayne County,7,10,1,0,18,0.6111111111111112,211,11.722222222222221,80.1,11.8,100.0
Odum Elementary School,Wayne County,10,8,7,0,25,0.6,385,15.4,86.2,3.4,100.0
Webster County Elementary/Middle School,Webster County,4,13,2,0,19,0.7894736842105263,202,10.631578947368421,39.6,49.0,100.0
Webster County High School,Webster County,2,4,0,1,7,0.7142857142857143,75,10.714285714285714,48.0,40.0,100.0
Wheeler County Elementary School,Wheeler County,12,9,12,1,34,0.6470588235294118,398,11.705882352941176,55.5,38.2,100.0
Wheeler County Middle School,Wheeler County,6,8,4,1,19,0.6842105263157895,243,12.789473684210526,57.2,34.6,100.0
Wheeler County High School,Wheeler County,10,7,4,0,21,0.5238095238095238,303,14.428571428571429,61.4,32.7,100.0
Tesnatee Gap Elementary (Old White Co. Intermediate),White County,11,20,7,0,38,0.7105263157894737,512,13.473684210526315,88.7,0.8,56.8
Mount Yonah Elementary School,White County,7,21,6,0,34,0.7941176470588235,454,13.352941176470589,88.8,0.7,52.4
White County High School,White County,12,35,19,2,68,0.8235294117647058,1242,18.264705882352942,88.2,2.0,44.7
Mossy Creek Elementary School,White County,6,12,9,0,27,0.7777777777777778,406,15.037037037037036,87.4,0.7,68.7
White County Middle School,White County,22,25,15,1,63,0.6507936507936508,950,15.079365079365079,87.2,1.8,54.5
Jack P Nix Elementary School,White County,16,9,6,0,31,0.4838709677419355,437,14.096774193548388,82.6,3.4,62.5
New Hope Middle School,Whitfield County,5,17,17,0,39,0.8717948717948718,571,14.64102564102564,48.9,1.2,65.5
Coahulla Creek High School,Whitfield County,16,26,11,2,55,0.7090909090909091,1175,21.363636363636363,59.8,1.7,59.5
Northwest Whitfield County High School,Whitfield County,17,23,25,6,71,0.7605633802816901,1343,18.91549295774648,60.8,1.6,52.5
New Hope Elementary School,Whitfield County,9,12,17,0,38,0.7631578947368421,566,14.894736842105264,61.8,1.9,60.6
Beaverdale Elementary School,Whitfield County,12,10,9,0,31,0.6129032258064516,384,12.387096774193548,77.6,0.5,69.0
Cedar Ridge Elementary,Whitfield County,21,9,6,0,36,0.4166666666666667,383,10.63888888888889,34.5,1.6,88.3
Southeast Whitfield County High School,Whitfield County,26,33,18,1,78,0.6666666666666666,1519,19.474358974358974,28.6,1.4,75.8
Eastbrook Middle School,Whitfield County,14,19,14,1,48,0.7083333333333334,794,16.541666666666668,22.0,0.9,90.7
North Whitfield Middle School,Whitfield County,12,21,20,0,53,0.7735849056603774,825,15.566037735849056,58.1,2.2,72.1
Valley Point Middle School,Whitfield County,8,15,10,0,33,0.7575757575757576,521,15.787878787878787,46.8,1.0,80.0
Antioch Elementary School,Whitfield County,8,18,11,0,37,0.7837837837837838,427,11.54054054054054,28.3,1.6,91.8
Varnell Elementary School,Whitfield County,8,12,11,1,32,0.75,390,12.1875,54.1,1.8,75.9
Cohutta Elementary School,Whitfield County,7,10,5,0,22,0.6818181818181818,283,12.863636363636363,85.9,0.7,61.1
Dawnville Elementary School,Whitfield County,11,14,11,1,37,0.7027027027027027,435,11.756756756756756,40.0,1.6,82.3
Tunnel Hill Elementary School,Whitfield County,6,7,9,0,22,0.7272727272727273,327,14.863636363636363,78.3,2.8,59.3
Dug Gap Elementary School,Whitfield County,11,11,10,0,32,0.65625,352,11.0,29.8,0.9,78.7
Valley Point Elementary School,Whitfield County,13,12,15,0,40,0.675,459,11.475,59.7,1.3,86.1
Wilcox County Middle School,Wilcox County,8,11,3,0,22,0.6363636363636364,306,13.909090909090908,61.1,31.0,100.0
Wilcox County Elementary School,Wilcox County,5,22,17,0,44,0.8863636363636364,517,11.75,60.7,30.2,100.0
Wilcox County High School,Wilcox County,8,11,6,0,25,0.68,370,14.8,58.1,33.8,100.0
Washington-Wilkes Primary School,Wilkes County,14,14,3,0,31,0.5483870967741935,416,13.419354838709678,38.5,48.1,100.0
Washington-Wilkes Comprehensive High School,Wilkes County,11,14,4,2,31,0.6451612903225806,393,12.67741935483871,36.6,45.3,100.0
Washington-Wilkes Elementary School,Wilkes County,8,6,2,1,17,0.5294117647058824,220,12.941176470588236,31.8,49.1,100.0
Washington-Wilkes Middle School,Wilkes County,13,8,6,0,27,0.5185185185185185,346,12.814814814814815,35.0,51.2,100.0
Wilkinson County Elementary School,Wilkinson County,10,7,2,0,19,0.47368421052631576,254,13.368421052631579,32.3,48.0,100.0
Wilkinson County Middle School,Wilkinson County,10,8,3,1,22,0.5454545454545454,310,14.090909090909092,33.9,54.8,100.0
Wilkinson County Primary School,Wilkinson County,9,7,5,0,21,0.5714285714285714,217,10.333333333333334,28.6,56.7,100.0
Wilkinson County High School,Wilkinson County,9,14,4,2,29,0.6896551724137931,390,13.448275862068966,31.3,54.9,100.0
Worth County Elementary School,Worth County,14,15,16,0,45,0.6888888888888889,709,15.755555555555556,58.1,35.0,100.0
Worth County High School,Worth County,18,17,10,2,47,0.6170212765957447,892,18.97872340425532,60.7,31.2,100.0
Worth County Middle School,Worth County,14,18,9,2,43,0.6744186046511628,802,18.651162790697676,56.6,34.9,100.0
Worth County Primary School,Worth County,23,20,14,0,57,0.5964912280701754,758,13.298245614035087,54.1,36.3,100.0
Worth County Achievement Center,Worth County,2,0,0,1,3,0.3333333333333333,33,11.0,51.5,36.4,100.0
Brown Middle School,Atlanta Public Schools,9,18,2,1,30,0.7,414,13.8,0.2,96.4,100.0
Parkside Elementary School,Atlanta Public Schools,15,23,4,3,45,0.6666666666666666,542,12.044444444444444,29.9,56.5,44.6
Heritage Academy Elementary,Atlanta Public Schools,10,18,5,2,35,0.7142857142857143,453,12.942857142857143,0.2,96.5,100.0
Dobbs Elementary School,Atlanta Public Schools,13,14,7,3,37,0.6486486486486487,387,10.45945945945946,0.3,93.8,100.0
Finch Elementary,Atlanta Public Schools,13,15,6,3,37,0.6486486486486487,358,9.675675675675675,0.3,96.6,100.0
Early College High School at Carver,Atlanta Public Schools,9,23,8,1,41,0.7804878048780488,537,13.097560975609756,0.4,95.0,100.0
Kipp Strive Academy,Atlanta Public Schools,27,5,1,0,33,0.18181818181818182,411,12.454545454545455,0.0,97.8,100.0
Springdale Park Elementary School,Atlanta Public Schools,13,31,10,4,58,0.7758620689655172,743,12.810344827586206,57.2,13.1,3.6
KIPP VISION,Atlanta Public Schools,23,9,1,0,33,0.30303030303030304,415,12.575757575757576,0.0,93.7,100.0
Kindezi,Atlanta Public Schools,43,22,1,0,66,0.3484848484848485,426,6.454545454545454,1.2,95.3,100.0
Long Middle School,Atlanta Public Schools,32,14,10,3,59,0.4576271186440678,828,14.033898305084746,0.4,92.0,100.0
Bunche Middle School,Atlanta Public Schools,30,30,7,0,67,0.5522388059701493,1007,15.029850746268657,0.4,95.5,100.0
Mays High School,Atlanta Public Schools,25,38,15,3,81,0.691358024691358,1303,16.08641975308642,0.4,91.8,100.0
"Maynard H. Jackson, Jr. High School",Atlanta Public Schools,29,46,13,5,93,0.6881720430107527,1456,15.655913978494624,14.1,76.0,41.6
Sylvan Hills Middle School,Atlanta Public Schools,18,18,6,1,43,0.5813953488372093,572,13.30232558139535,0.2,97.4,100.0
North Atlanta High School,Atlanta Public Schools,38,67,16,12,133,0.7142857142857143,2158,16.225563909774436,36.6,33.9,17.7
Cascade Elementary School,Atlanta Public Schools,10,21,4,0,35,0.7142857142857143,381,10.885714285714286,0.0,99.5,100.0
Centennial Academy,Atlanta Public Schools,27,31,5,1,64,0.578125,789,12.328125,3.3,86.3,100.0
Charles R. Drew Charter School,Atlanta Public Schools,32,40,13,1,86,0.627906976744186,928,10.790697674418604,29.3,59.7,34.5
Atlanta Neighborhood Charter - Middle,Atlanta Public Schools,13,8,1,0,22,0.4090909090909091,235,10.681818181818182,63.8,24.7,11.5
Hillside Conant School,Atlanta Public Schools,7,4,0,0,11,0.36363636363636365,211,19.181818181818183,76.8,14.2,26.1
KIPP Atlanta Collegiate Academy,Atlanta Public Schools,43,17,0,2,62,0.3064516129032258,835,13.46774193548387,0.0,97.4,100.0
KIPP Strive Primary,Atlanta Public Schools,22,9,2,0,33,0.3333333333333333,539,16.333333333333332,1.3,95.7,100.0
KIPP Vision Primary,Atlanta Public Schools,28,9,1,0,38,0.2631578947368421,524,13.789473684210526,0.0,96.6,100.0
Kipp WAYS Primary School,Atlanta Public Schools,27,9,1,0,37,0.2702702702702703,517,13.972972972972974,0.0,97.1,100.0
Young Middle School,Atlanta Public Schools,26,32,4,1,63,0.5873015873015873,918,14.571428571428571,0.2,90.3,100.0
Price Middle School,Atlanta Public Schools,17,13,7,1,38,0.5526315789473685,419,11.026315789473685,0.0,97.9,100.0
Perkerson Elementary School,Atlanta Public Schools,21,9,2,4,36,0.4166666666666667,363,10.083333333333334,0.0,97.0,100.0
Bolton Academy,Atlanta Public Schools,17,15,9,2,43,0.6046511627906976,512,11.906976744186046,24.8,37.7,35.7
Deerwood Academy School,Atlanta Public Schools,16,26,4,0,46,0.6521739130434783,566,12.304347826086957,0.7,96.1,100.0
Burgess-Peterson Elementary School,Atlanta Public Schools,12,23,4,3,42,0.7142857142857143,499,11.880952380952381,29.5,59.7,17.0
Westside Atlanta Charter School,Atlanta Public Schools,18,12,1,0,31,0.41935483870967744,342,11.03225806451613,17.5,70.8,48.2
Booker T. Washington High School,Atlanta Public Schools,26,23,13,1,63,0.5873015873015873,890,14.126984126984127,0.2,97.4,100.0
King Middle School,Atlanta Public Schools,24,22,12,5,63,0.6190476190476191,917,14.555555555555555,6.9,82.9,100.0
APS-Forrest Hills Academy,Atlanta Public Schools,3,17,5,2,27,0.8888888888888888,76,2.814814814814815,0.0,93.4,100.0
Atlanta Classical Academy,Atlanta Public Schools,42,15,1,1,59,0.288135593220339,699,11.847457627118644,66.8,16.5,15.5
Atlanta Neighborhood Charter - Elementary,Atlanta Public Schools,16,22,0,0,38,0.5789473684210527,403,10.605263157894736,70.2,14.1,5.5
Miles Elementary School,Atlanta Public Schools,14,17,10,4,45,0.6888888888888889,552,12.266666666666667,0.0,91.5,100.0
Charles Drew Charter School JA/SA,Atlanta Public Schools,29,34,12,4,79,0.6329113924050633,915,11.582278481012658,14.0,78.4,45.0
Bazoline E. Usher/Collier Heights Elmentary School,Atlanta Public Schools,10,20,5,0,35,0.7142857142857143,409,11.685714285714285,0.5,94.4,100.0
