School Year,System ID,System Name,School ID,School Name,Grade Configuration,Grade Cluster,Number of Students Enrolled,Number of Schools,Title I Status,Title I Schools,Asian/Pacific Islander,American Indian/Alaskan,Black,Hispanic,Multi-Racial,White,Economically Disadvantaged,English Learners,Students with Disability
2021,633,Cobb County,3062,LaBelle Elementary School,"PK, KK, 01, 02, 03, 04, 05",ALL,406,NA,Y,NA,1.0%,0.2%,22.4%,71.4%,1.7%,3.2%,100.0%,63.3%,12.1%
2021,633,Cobb County,3064,Milford Elementary School,"PK, KK, 01, 02, 03, 04, 05",ALL,389,NA,Y,NA,0.3%,0.0%,31.6%,60.4%,2.6%,5.1%,100.0%,45.8%,14.7%
2021,633,Cobb County,3067,Russell Elementary School,"PK, KK, 01, 02, 03, 04, 05",ALL,632,NA,Y,NA,1.9%,0.3%,37.7%,41.1%,4.4%,14.6%,100.0%,31.0%,13.6%
2021,633,Cobb County,3556,Compton Elementary School,"PK, KK, 01, 02, 03, 04, 05",ALL,583,NA,Y,NA,1.0%,0.2%,51.1%,35.3%,3.9%,8.4%,100.0%,23.7%,14.8%
2021,633,Cobb County,4050,Awtrey Middle School,"06, 07, 08",ALL,738,NA,N,NA,5.1%,0.3%,34.6%,19.0%,7.7%,33.3%,100.0%,13.1%,19.2%
2021,633,Cobb County,4056,Daniell Middle School,"06, 07, 08",ALL,1057,NA,N,NA,7.0%,0.6%,32.6%,25.8%,5.9%,28.1%,100.0%,17.1%,17.3%
2021,633,Cobb County,4066,Pebblebrook High School,"09, 10, 11, 12",ALL,2589,NA,Y,NA,0.5%,0.2%,54.5%,36.8%,2.0%,6.0%,100.0%,12.4%,14.9%
2021,633,Cobb County,4068,Teasley Elementary School,"PK, KK, 01, 02, 03, 04, 05",ALL,1011,NA,N,NA,24.2%,0.3%,41.6%,8.1%,5.5%,20.2%,100.0%,11.7%,9.2%
2021,633,Cobb County,4560,Hollydale Elementary School,"PK, KK, 01, 02, 03, 04, 05",ALL,626,NA,Y,NA,2.7%,0.2%,34.5%,49.4%,4.3%,8.9%,100.0%,42.0%,16.0%
2021,633,Cobb County,5050,Bells Ferry Elementary School,"PK, KK, 01, 02, 03, 04, 05",ALL,808,NA,N,NA,13.2%,0.4%,34.4%,22.3%,4.7%,25.0%,99.8%,20.0%,12.6%
2021,633,Cobb County,5052,Brumby Elementary School,"PK, KK, 01, 02, 03, 04, 05",ALL,1004,NA,Y,NA,4.9%,0.6%,59.7%,20.7%,5.8%,8.4%,100.0%,19.5%,12.3%
2021,633,Cobb County,5056,Due West Elementary School,"PK, KK, 01, 02, 03, 04, 05",ALL,584,NA,N,NA,2.6%,0.0%,14.2%,9.8%,9.2%,64.2%,100.0%,3.1%,12.5%
2021,633,Cobb County,5058,Floyd Middle School,"06, 07, 08",ALL,1041,NA,Y,NA,1.2%,0.2%,43.2%,43.2%,3.9%,8.2%,99.9%,29.8%,15.6%
2021,633,Cobb County,5067,Sedalia Park Elementary School,"PK, KK, 01, 02, 03, 04, 05",ALL,720,NA,Y,NA,4.2%,0.7%,35.6%,36.7%,3.8%,19.2%,100.0%,27.5%,15.4%
2021,633,Cobb County,5068,Eastvalley Elementary School,"PK, KK, 01, 02, 03, 04, 05",ALL,748,NA,N,NA,17.6%,0.1%,17.9%,22.5%,5.1%,36.8%,100.0%,24.5%,13.2%
2021,633,Cobb County,ALL,All Schools,"PK, KK, 01, 02, 03, 04, 05, 06, 07, 08, 09, 10, 11, 12",ALL,114145,109,NA,39.40%,5.9%,0.2%,31.2%,24.1%,4.5%,34.1%,100.0%,14.8%,13.9%
2021,634,Coffee County,0100,Indian Creek Elementary,"PK, KK, 01, 02, 03, 04, 05",ALL,654,NA,Y,NA,1.5%,0.0%,14.4%,19.7%,4.6%,59.8%,100.0%,15.1%,11.3%
2021,634,Coffee County,0102,Ambrose Elementary School,"PK, KK, 01, 02, 03, 04, 05",ALL,387,NA,Y,NA,0.0%,0.3%,11.9%,33.9%,1.8%,52.2%,100.0%,28.2%,15.2%
2021,634,Coffee County,0108,Coffee Middle School,"06, 07, 08",ALL,1857,NA,Y,NA,0.9%,0.2%,32.4%,20.5%,3.3%,42.7%,100.0%,11.3%,11.5%
2021,634,Coffee County,0114,Wiregrass Regional College and Career Academy,"09, 10, 11, 12",ALL,213,NA,Y,NA,0.5%,0.0%,21.1%,16.0%,2.3%,60.1%,100.0%,2.8%,4.2%
2021,634,Coffee County,0182,Satilla Elementary School,"PK, KK, 01, 02, 03, 04, 05",ALL,627,NA,Y,NA,0.0%,0.0%,32.9%,26.6%,4.0%,36.5%,100.0%,17.4%,13.4%
2021,634,Coffee County,0191,Broxton-Mary Hayes Elementary,"PK, KK, 01, 02, 03, 04, 05",ALL,302,NA,Y,NA,0.0%,0.0%,29.1%,15.6%,2.6%,52.6%,100.0%,10.9%,22.5%
2021,634,Coffee County,0195,Coffee County High School,"09, 10, 11, 12",ALL,1321,NA,Y,NA,0.9%,0.1%,29.4%,20.1%,2.3%,47.3%,100.0%,3.0%,9.1%
2021,634,Coffee County,0282,Eastside Elementary School,"PK, KK, 01, 02, 03, 04, 05",ALL,623,NA,Y,NA,0.6%,0.2%,53.5%,11.6%,4.5%,29.7%,100.0%,6.3%,16.9%
2021,634,Coffee County,0291,Nicholls Elementary School,"PK, KK, 01, 02, 03, 04, 05",ALL,308,NA,Y,NA,0.0%,0.3%,21.8%,9.1%,7.5%,61.4%,100.0%,6.5%,13.0%
2021,634,Coffee County,0308,George Washington Carver Freshman Campus,09,ALL,524,NA,Y,NA,0.4%,0.0%,30.9%,21.4%,2.3%,45.0%,100.0%,5.0%,8.4%
2021,634,Coffee County,3052,West Green Elementary School,"PK, KK, 01, 02, 03, 04, 05",ALL,314,NA,Y,NA,0.0%,0.3%,12.1%,29.6%,4.5%,53.5%,100.0%,21.0%,10.2%
2021,634,Coffee County,5050,Westside Elementary School,"PK, KK, 01, 02, 03, 04, 05",ALL,613,NA,Y,NA,0.5%,0.2%,44.7%,21.9%,4.4%,28.4%,100.0%,17.1%,16.2%
2021,634,Coffee County,ALL,All Schools,"PK, KK, 01, 02, 03, 04, 05, 06, 07, 08, 09, 10, 11, 12",ALL,7743,12,NA,100.00%,0.6%,0.1%,30.2%,20.6%,3.5%,44.9%,100.0%,11.1%,12.2%
2021,635,Colquitt County,0111,Willie J. Williams Middle School,"06, 07",ALL,1498,NA,Y,NA,1.1%,0.0%,27.2%,29.4%,2.2%,40.0%,100.0%,23.7%,15.6%
2021,635,Colquitt County,0178,Doerun Elementary School,"PK, KK, 01, 02, 03, 04, 05",ALL,289,NA,Y,NA,1.0%,0.0%,28.7%,17.3%,7.6%,45.3%,100.0%,12.5%,10.0%
2021,635,Colquitt County,0187,Odom Elementary School,"PK, KK, 01, 02, 03, 04, 05",ALL,534,NA,Y,NA,0.6%,0.0%,10.7%,54.1%,3.6%,31.1%,100.0%,41.9%,9.6%
2021,635,Colquitt County,0278,Norman Park Elementary School,"PK, KK, 01, 02, 03, 04, 05",ALL,588,NA,Y,NA,0.2%,0.2%,7.1%,34.2%,3.2%,55.1%,100.0%,29.6%,8.8%
2021,635,Colquitt County,1554,Colquitt County High School,"10, 11, 12",ALL,1874,NA,Y,NA,1.7%,0.1%,26.5%,29.7%,2.4%,39.6%,100.0%,9.1%,14.0%
2021,635,Colquitt County,2052,Funston Elementary School,"PK, KK, 01, 02, 03, 04, 05",ALL,384,NA,Y,NA,0.5%,0.3%,11.7%,55.2%,3.1%,29.2%,100.0%,48.7%,7.0%
2021,635,Colquitt County,2056,Wright Elementary School,"PK, KK, 01, 02, 03, 04, 05",ALL,490,NA,N,NA,0.2%,0.0%,25.3%,14.3%,1.8%,58.4%,100.0%,8.2%,9.8%
2021,635,Colquitt County,3050,Stringfellow Elementary School,"PK, KK, 01, 02, 03, 04, 05",ALL,306,NA,Y,NA,1.0%,0.0%,56.9%,22.9%,4.6%,14.7%,100.0%,15.0%,14.1%
2021,635,Colquitt County,3052,CA Gray Junior High School,"08, 09",ALL,1430,NA,Y,NA,0.6%,0.0%,28.3%,29.7%,2.2%,39.2%,100.0%,12.6%,16.4%
2021,635,Colquitt County,3054,Okapilco Elementary School,"PK, KK, 01, 02, 03, 04, 05",ALL,413,NA,Y,NA,0.0%,0.0%,40.4%,24.5%,3.6%,31.5%,100.0%,19.4%,22.5%
2021,635,Colquitt County,4050,Cox Elementary School,"PK, KK, 01, 02, 03, 04, 05",ALL,538,NA,Y,NA,0.0%,0.0%,47.6%,42.4%,2.0%,8.0%,100.0%,36.1%,11.0%
2021,635,Colquitt County,4052,Hamilton Elementary School,"PK, KK, 01, 02, 03, 04, 05",ALL,254,NA,Y,NA,6.3%,0.0%,3.1%,6.7%,2.8%,81.1%,100.0%,8.7%,14.2%
2021,635,Colquitt County,5054,Sunset Elementary School,"PK, KK, 01, 02, 03, 04, 05",ALL,514,NA,Y,NA,3.9%,0.0%,27.8%,22.4%,3.3%,42.6%,100.0%,16.9%,9.5%
2021,635,Colquitt County,ALL,All Schools,"PK, KK, 01, 02, 03, 04, 05, 06, 07, 08, 09, 10, 11, 12",ALL,9112,13,NA,92.30%,1.2%,0.0%,26.4%,30.4%,2.8%,39.1%,100.0%,19.7%,13.4%
2021,636,Columbia County,0101,Greenbrier Middle School,"06, 07, 08",ALL,778,NA,N,NA,4.5%,0.0%,13.0%,7.5%,7.6%,67.5%,12.2%,1.9%,9.8%
2021,636,Columbia County,0102,Lewiston Elementary School,"PK, KK, 01, 02, 03, 04, 05",ALL,794,NA,N,NA,2.6%,0.3%,18.5%,10.1%,6.9%,61.6%,21.8%,2.1%,10.3%
2021,636,Columbia County,0103,Grovetown Middle School,"06, 07, 08",ALL,1179,NA,Y,NA,1.4%,0.3%,38.8%,17.6%,9.2%,32.8%,52.7%,5.4%,12.5%
2021,636,Columbia County,0106,River Ridge Elementary,"PK, KK, 01, 02, 03, 04, 05",ALL,788,NA,N,NA,8.2%,0.0%,10.3%,7.1%,6.7%,67.6%,15.2%,2.9%,10.0%
2021,636,Columbia County,0107,Evans Middle School,"06, 07, 08",ALL,1113,NA,N,NA,3.8%,0.4%,21.4%,12.1%,8.1%,54.3%,37.6%,3.1%,10.9%
2021,636,Columbia County,0108,Stallings Island Middle School,"06, 07, 08",ALL,763,NA,N,NA,12.6%,0.1%,12.3%,6.2%,6.7%,62.1%,16.3%,2.9%,7.9%
2021,636,Columbia County,0112,Grovetown High School,"09, 10, 11, 12",ALL,2203,NA,N,NA,2.5%,0.4%,38.8%,14.6%,6.7%,37.1%,38.9%,1.7%,11.2%
2021,636,Columbia County,0173,Westmont Elementary School,"PK, KK, 01, 02, 03, 04, 05",ALL,518,NA,Y,NA,5.2%,0.6%,17.4%,12.2%,7.7%,56.9%,49.0%,6.0%,12.4%
2021,636,Columbia County,0183,Harlem High School,"09, 10, 11, 12",ALL,1197,NA,N,NA,1.2%,0.0%,18.5%,9.5%,5.9%,64.8%,41.8%,1.8%,9.6%
2021,636,Columbia County,0186,Evans Elementary School,"PK, KK, 01, 02, 03, 04, 05",ALL,841,NA,N,NA,5.4%,0.0%,19.5%,10.3%,9.2%,55.6%,27.5%,1.4%,14.1%
2021,636,Columbia County,0188,Blue Ridge Elementary School,"PK, KK, 01, 02, 03, 04, 05",ALL,601,NA,N,NA,12.0%,0.2%,15.6%,9.8%,7.5%,54.9%,31.9%,6.0%,13.5%
2021,636,Columbia County,0189,Lakeside High School,"09, 10, 11, 12",ALL,2020,NA,N,NA,9.7%,0.2%,18.8%,7.1%,5.3%,58.9%,26.8%,1.3%,8.0%
2021,636,Columbia County,0190,Brookwood Elementary School,"PK, KK, 01, 02, 03, 04, 05",ALL,547,NA,Y,NA,5.3%,0.0%,25.0%,16.1%,9.1%,44.4%,49.4%,7.1%,13.3%
2021,636,Columbia County,0192,Stevens Creek Elementary School,"PK, KK, 01, 02, 03, 04, 05",ALL,899,NA,N,NA,17.4%,0.1%,10.2%,5.1%,7.0%,60.2%,14.2%,6.8%,8.8%
2021,636,Columbia County,0193,Riverside Middle School,"06, 07, 08",ALL,753,NA,N,NA,3.2%,0.4%,16.2%,7.2%,7.0%,66.0%,12.9%,2.3%,8.5%
2021,636,Columbia County,0194,Riverside Elementary School,"PK, KK, 01, 02, 03, 04, 05",ALL,730,NA,N,NA,3.0%,0.1%,14.4%,10.3%,5.5%,66.7%,16.3%,2.7%,15.1%
2021,636,Columbia County,0197,Greenbrier High School,"09, 10, 11, 12",ALL,1754,NA,N,NA,3.6%,0.1%,15.0%,9.3%,5.8%,66.1%,13.0%,1.0%,7.1%
2021,636,Columbia County,0208,Cedar Ridge Elementary School,"PK, KK, 01, 02, 03, 04, 05",ALL,1206,NA,Y,NA,1.8%,0.5%,33.2%,16.0%,11.9%,36.7%,41.0%,4.0%,13.9%
2021,636,Columbia County,0212,Baker Place Elementary,"PK, KK, 01, 02, 03, 04, 05",ALL,1062,NA,N,NA,1.8%,0.1%,30.3%,15.0%,9.1%,43.7%,26.6%,1.6%,12.0%
2021,636,Columbia County,0283,Harlem Middle School,"06, 07, 08",ALL,930,NA,Y,NA,1.0%,0.1%,18.0%,9.7%,8.0%,63.3%,45.3%,2.3%,11.4%
2021,636,Columbia County,0290,Lakeside Middle School,"06, 07, 08",ALL,612,NA,Y,NA,3.9%,0.7%,26.6%,12.1%,6.5%,50.2%,56.9%,4.6%,13.6%
2021,636,Columbia County,0297,Greenbrier Elementary School,"PK, KK, 01, 02, 03, 04, 05",ALL,699,NA,N,NA,4.3%,0.1%,10.0%,6.6%,4.1%,74.8%,9.3%,2.0%,10.7%
2021,636,Columbia County,0397,Euchee Creek Elementary School,"PK, KK, 01, 02, 03, 04, 05",ALL,596,NA,Y,NA,1.5%,0.0%,20.8%,14.6%,8.1%,55.0%,37.8%,2.9%,13.3%
2021,636,Columbia County,0398,Parkway Elementary School,"PK, KK, 01, 02, 03, 04, 05",ALL,687,NA,N,NA,6.8%,0.0%,14.3%,11.9%,5.7%,61.3%,15.9%,3.6%,11.9%
2021,636,Columbia County,2050,Columbia Middle School,"06, 07, 08",ALL,1064,NA,N,NA,3.5%,0.1%,29.1%,14.4%,8.2%,44.7%,38.5%,2.3%,12.4%
2021,636,Columbia County,2052,Martinez Elementary School,"PK, KK, 01, 02, 03, 04, 05",ALL,741,NA,Y,NA,1.9%,0.5%,19.2%,10.5%,9.0%,58.8%,57.6%,3.8%,14.0%
2021,636,Columbia County,3052,North Columbia Elementary School,"PK, KK, 01, 02, 03, 04, 05",ALL,402,NA,N,NA,0.0%,0.0%,6.2%,4.2%,4.0%,85.6%,30.8%,0.5%,21.1%
2021,636,Columbia County,4050,Evans High School,"09, 10, 11, 12",ALL,1933,NA,N,NA,3.6%,0.3%,21.9%,9.6%,6.5%,58.1%,34.4%,1.1%,9.4%
2021,636,Columbia County,4052,North Harlem Elementary School,"PK, KK, 01, 02, 03, 04, 05",ALL,818,NA,Y,NA,1.2%,0.1%,17.6%,7.7%,7.9%,65.4%,50.7%,1.0%,14.8%
2021,636,Columbia County,5050,Grovetown Elementary School,"PK, KK, 01, 02, 03, 04, 05",ALL,980,NA,Y,NA,1.7%,1.0%,35.5%,20.8%,8.5%,32.4%,54.6%,7.8%,14.5%
2021,636,Columbia County,5052,South Columbia Elementary School,"PK, KK, 01, 02, 03, 04, 05",ALL,453,NA,Y,NA,5.5%,0.0%,27.6%,13.9%,7.1%,45.9%,57.4%,6.2%,18.1%
2021,636,Columbia County,ALL,All Schools,"PK, KK, 01, 02, 03, 04, 05, 06, 07, 08, 09, 10, 11, 12",ALL,29661,31,NA,35.50%,4.4%,0.2%,21.9%,11.1%,7.3%,55.1%,32.9%,2.9%,11.4%
2021,637,Cook County,0101,Cook County Middle School,"06, 07, 08",ALL,794,NA,Y,NA,0.9%,0.0%,34.9%,12.3%,2.8%,49.1%,100.0%,6.4%,15.0%
2021,637,Cook County,0104,Cook Elementary School,"03, 04, 05",ALL,720,NA,Y,NA,0.7%,0.1%,29.4%,12.1%,3.9%,53.8%,100.0%,8.1%,14.4%
2021,637,Cook County,0111,Cook High School,"09, 10, 11, 12",ALL,948,NA,N,NA,1.6%,0.2%,33.4%,9.4%,3.7%,51.7%,100.0%,2.4%,12.1%
2021,637,Cook County,0196,Cook Primary School,"PK, KK, 01, 02",ALL,702,NA,Y,NA,0.6%,1.3%,34.9%,9.0%,5.4%,48.9%,100.0%,7.4%,17.4%
2021,637,Cook County,ALL,All Schools,"PK, KK, 01, 02, 03, 04, 05, 06, 07, 08, 09, 10, 11, 12",ALL,3164,4,NA,75.00%,1.0%,0.4%,33.2%,10.7%,3.9%,50.9%,100.0%,5.8%,14.5%
2021,638,Coweta County,0101,Arbor Springs Elementary,"PK, KK, 01, 02, 03, 04, 05",ALL,407,NA,N,NA,1.5%,0.2%,11.1%,10.6%,6.6%,70.0%,29.0%,2.7%,18.9%
2021,638,Coweta County,0103,Willis Road Elementary,"PK, KK, 01, 02, 03, 04, 05",ALL,764,NA,N,NA,1.2%,0.3%,7.3%,13.1%,5.9%,72.3%,25.5%,6.3%,11.8%
2021,638,Coweta County,0106,Lee Middle School,"06, 07, 08",ALL,984,NA,N,NA,2.8%,0.3%,20.6%,12.1%,5.9%,58.2%,30.1%,3.8%,9.6%
2021,638,Coweta County,0115,Brooks Elementary,"PK, KK, 01, 02, 03, 04, 05",ALL,737,NA,N,NA,1.2%,0.4%,11.4%,9.9%,5.6%,71.5%,27.3%,4.5%,10.3%
2021,638,Coweta County,0189,White Oak Elementary School,"PK, KK, 01, 02, 03, 04, 05",ALL,725,NA,Y,NA,0.4%,0.3%,27.2%,18.8%,4.8%,48.6%,45.8%,8.1%,9.8%
2021,638,Coweta County,0191,Canongate Elementary School,"PK, KK, 01, 02, 03, 04, 05",ALL,635,NA,N,NA,1.6%,0.3%,6.0%,13.4%,8.0%,70.7%,18.7%,6.0%,9.3%
2021,638,Coweta County,0192,Newnan Crossing Elementary School,"PK, KK, 01, 02, 03, 04, 05",ALL,874,NA,Y,NA,10.9%,0.5%,32.2%,11.6%,8.8%,36.2%,34.0%,10.3%,11.4%
2021,638,Coweta County,0195,Jefferson Parkway Elementary School,"PK, KK, 01, 02, 03, 04, 05",ALL,498,NA,Y,NA,1.4%,0.2%,54.4%,22.9%,5.4%,15.7%,69.3%,14.7%,17.5%
2021,638,Coweta County,0196,Northgate High School,"09, 10, 11, 12",ALL,1852,NA,N,NA,3.5%,0.5%,14.3%,10.9%,4.6%,66.3%,17.3%,1.6%,9.4%
2021,638,Coweta County,0199,Poplar Road Elementary School,"PK, KK, 01, 02, 03, 04, 05",ALL,594,NA,Y,NA,0.7%,0.2%,29.0%,5.7%,3.9%,60.6%,45.8%,0.2%,12.3%
2021,638,Coweta County,0201,Welch Elementary School,"PK, KK, 01, 02, 03, 04, 05",ALL,871,NA,Y,NA,3.2%,0.1%,41.1%,14.7%,4.8%,36.1%,50.2%,9.8%,12.5%
2021,638,Coweta County,0203,Glanton Elementary,"PK, KK, 01, 02, 03, 04, 05",ALL,285,NA,Y,NA,0.0%,0.0%,25.3%,3.5%,7.0%,64.2%,62.8%,0.4%,11.9%
2021,638,Coweta County,0289,East Coweta Middle School,"06, 07, 08",ALL,824,NA,Y,NA,0.4%,0.1%,19.4%,7.5%,4.4%,68.2%,36.5%,2.3%,12.0%
2021,638,Coweta County,0295,Thomas Crossroads Elementary School,"PK, KK, 01, 02, 03, 04, 05",ALL,397,NA,N,NA,1.5%,0.3%,8.8%,10.6%,5.3%,73.6%,23.7%,0.3%,20.2%
2021,638,Coweta County,0299,Madras Middle School,"06, 07, 08",ALL,1182,NA,N,NA,2.3%,0.3%,17.1%,11.8%,3.9%,64.7%,23.8%,3.5%,11.1%
2021,638,Coweta County,0301,Smokey Road Middle School,"06, 07, 08",ALL,740,NA,Y,NA,0.0%,0.3%,32.4%,8.4%,3.8%,55.1%,58.1%,2.0%,13.9%
2021,638,Coweta County,0389,East Coweta High School,"09, 10, 11, 12",ALL,3391,NA,N,NA,3.3%,0.3%,25.5%,12.6%,4.1%,54.2%,26.3%,3.2%,10.8%
2021,638,Coweta County,0395,Arnall Middle School,"06, 07, 08",ALL,1016,NA,Y,NA,5.6%,0.2%,35.2%,16.7%,5.5%,36.7%,42.1%,9.4%,12.1%
2021,638,Coweta County,1050,Arnco-Sargent Elementary School,"PK, KK, 01, 02, 03, 04, 05",ALL,394,NA,Y,NA,0.3%,0.8%,15.2%,15.5%,5.1%,63.2%,61.7%,10.2%,16.8%
2021,638,Coweta County,1054,Ruth Hill Elementary School,"PK, KK, 01, 02, 03, 04, 05",ALL,369,NA,Y,NA,0.3%,0.0%,48.2%,13.0%,4.1%,34.4%,66.1%,6.0%,16.3%
2021,638,Coweta County,1056,Evans Middle School,"06, 07, 08",ALL,880,NA,Y,NA,0.6%,0.2%,26.6%,13.8%,3.9%,55.0%,50.0%,6.5%,16.5%
2021,638,Coweta County,2050,Atkinson Elementary School,"PK, KK, 01, 02, 03, 04, 05",ALL,419,NA,Y,NA,0.5%,0.2%,35.1%,13.1%,6.0%,45.1%,61.8%,6.7%,14.8%
2021,638,Coweta County,2052,Eastside Elementary School,"PK, KK, 01, 02, 03, 04, 05",ALL,467,NA,N,NA,0.6%,0.4%,8.6%,4.9%,3.6%,81.8%,27.6%,0.2%,12.6%
2021,638,Coweta County,2056,Northside Elementary School,"PK, KK, 01, 02, 03, 04, 05",ALL,380,NA,Y,NA,1.3%,0.3%,23.7%,8.2%,5.8%,60.8%,33.9%,1.3%,14.5%
2021,638,Coweta County,3052,Elm Street Elementary School,"PK, KK, 01, 02, 03, 04, 05",ALL,489,NA,Y,NA,1.2%,0.0%,27.8%,10.8%,4.9%,55.2%,42.1%,3.5%,13.1%
2021,638,Coweta County,3054,Moreland Elementary School,"PK, KK, 01, 02, 03, 04, 05",ALL,461,NA,Y,NA,0.9%,0.0%,10.8%,11.5%,3.5%,73.3%,39.7%,6.1%,13.2%
2021,638,Coweta County,5054,Newnan High School,"09, 10, 11, 12",ALL,2411,NA,Y,NA,1.4%,0.4%,27.9%,8.6%,4.3%,57.5%,38.6%,1.6%,12.4%
2021,638,Coweta County,5056,Western Elementary School,"PK, KK, 01, 02, 03, 04, 05",ALL,381,NA,Y,NA,0.0%,0.3%,35.7%,5.5%,7.1%,51.4%,62.2%,1.0%,14.2%
2021,638,Coweta County,ALL,All Schools,"PK, KK, 01, 02, 03, 04, 05, 06, 07, 08, 09, 10, 11, 12",ALL,23427,28,NA,64.30%,2.2%,0.3%,24.1%,11.6%,5.0%,56.8%,36.4%,4.4%,12.3%
2021,639,Crawford County,0192,Crawford County Elementary,"PK, KK, 01, 02, 03, 04, 05",ALL,739,NA,Y,NA,0.4%,0.1%,21.0%,5.0%,6.4%,67.1%,55.2%,0.9%,15.0%
2021,639,Crawford County,0193,Crawford County High School,"09, 10, 11, 12",ALL,525,NA,Y,NA,0.0%,0.0%,19.6%,5.0%,3.2%,72.2%,57.5%,1.3%,14.1%
2021,639,Crawford County,0202,Crawford County Middle School,"06, 07, 08",ALL,449,NA,Y,NA,0.0%,0.0%,20.9%,3.6%,6.2%,69.3%,61.9%,1.3%,16.9%
2021,639,Crawford County,ALL,All Schools,"PK, KK, 01, 02, 03, 04, 05, 06, 07, 08, 09, 10, 11, 12",ALL,1713,3,NA,100.00%,0.2%,0.1%,20.5%,4.6%,5.4%,69.2%,57.7%,1.2%,15.2%
2021,640,Crisp County,0115,Crisp County Primary School,"KK, 01, 02, 03",ALL,1122,NA,Y,NA,1.1%,0.4%,57.1%,6.2%,4.8%,30.4%,100.0%,4.7%,15.3%
2021,640,Crisp County,0196,Crisp County High School,"09, 10, 11, 12",ALL,1118,NA,Y,NA,1.5%,0.2%,55.5%,5.7%,2.7%,34.3%,100.0%,1.3%,10.6%
2021,640,Crisp County,0197,Crisp County Middle School,"06, 07, 08",ALL,942,NA,Y,NA,2.1%,0.1%,60.4%,5.7%,3.0%,28.7%,100.0%,3.1%,13.4%
2021,640,Crisp County,2052,Crisp County Elementary School,"04, 05",ALL,581,NA,Y,NA,1.0%,0.3%,57.8%,6.0%,3.1%,31.7%,100.0%,4.6%,16.9%
2021,640,Crisp County,ALL,All Schools,"PK, KK, 01, 02, 03, 04, 05, 06, 07, 08, 09, 10, 11, 12",ALL,3763,5,NA,80.00%,1.5%,0.2%,57.6%,5.9%,3.5%,31.3%,100.0%,3.3%,13.7%
2021,641,Dade County,0101,Dade Elementary School,"PK, KK, 01, 02, 03, 04, 05",ALL,689,NA,Y,NA,2.0%,0.0%,0.6%,2.0%,3.0%,92.3%,57.5%,1.2%,15.8%
2021,641,Dade County,0195,Dade County High School,"09, 10, 11, 12",ALL,655,NA,N,NA,0.8%,0.2%,1.1%,2.7%,2.0%,93.3%,42.9%,0.6%,19.4%
2021,641,Dade County,0275,Davis Elementary School,"PK, KK, 01, 02, 03, 04, 05",ALL,265,NA,Y,NA,0.4%,0.8%,0.8%,1.1%,3.8%,93.2%,58.1%,1.1%,16.6%
2021,641,Dade County,0295,Dade Middle School,"06, 07, 08",ALL,489,NA,N,NA,0.6%,0.6%,1.0%,3.5%,2.5%,91.8%,53.0%,1.6%,15.7%
2021,641,Dade County,ALL,All Schools,"PK, KK, 01, 02, 03, 04, 05, 06, 07, 08, 09, 10, 11, 12",ALL,2098,4,NA,50.00%,1.1%,0.3%,0.9%,2.5%,2.7%,92.6%,52.0%,1.1%,17.0%
2021,642,Dawson County,0103,Kilough Elementary School,"PK, KK, 01, 02, 03, 04, 05",ALL,389,NA,Y,NA,0.5%,0.5%,1.8%,17.2%,4.9%,75.1%,44.0%,12.1%,18.8%
2021,642,Dawson County,0106,Dawson County Middle School,"06, 07",ALL,622,NA,N,NA,0.3%,0.3%,0.8%,10.8%,1.6%,86.2%,39.7%,6.3%,19.6%
2021,642,Dawson County,0109,Dawson County Junior High,"08, 09",ALL,621,NA,N,NA,1.3%,0.8%,0.6%,11.6%,2.1%,83.6%,37.0%,2.9%,18.8%
2021,642,Dawson County,0111,Riverview Elementary School,"PK, KK, 01, 02, 03, 04, 05",ALL,354,NA,Y,NA,0.3%,0.0%,1.1%,9.9%,3.7%,85.0%,48.6%,2.8%,20.3%
2021,642,Dawson County,0189,Robinson Elementary School,"PK, KK, 01, 02, 03, 04, 05",ALL,574,NA,Y,NA,0.9%,0.3%,0.2%,6.1%,2.4%,90.1%,41.6%,2.4%,16.4%
2021,642,Dawson County,0198,Dawson County High School,"10, 11, 12",ALL,842,NA,N,NA,0.5%,0.2%,0.8%,9.4%,1.2%,87.9%,28.3%,2.6%,12.2%
2021,642,Dawson County,0199,Black's Mill Elementary School,"KK, 01, 02, 03, 04, 05",ALL,400,NA,Y,NA,1.8%,0.0%,2.3%,13.5%,2.8%,79.8%,40.3%,11.5%,20.3%
2021,642,Dawson County,ALL,All Schools,"PK, KK, 01, 02, 03, 04, 05, 06, 07, 08, 09, 10, 11, 12",ALL,3802,7,NA,57.10%,0.8%,0.3%,1.0%,10.8%,2.4%,84.8%,38.3%,5.2%,17.4%
2021,643,Decatur County,0105,West Bainbridge Elementary School,"PK, KK, 01, 02, 03, 04",ALL,500,NA,Y,NA,0.2%,0.0%,54.0%,12.4%,1.8%,31.6%,100.0%,9.8%,10.4%
2021,643,Decatur County,0116,New Beginning Learning Center,"06, 07, 08, 09, 10, 11, 12",ALL,200,NA,Y,NA,0.0%,0.0%,59.0%,13.0%,3.5%,24.5%,100.0%,4.0%,17.5%
2021,643,Decatur County,0191,Potter Street Elementary School,"PK, KK, 01, 02, 03, 04",ALL,285,NA,Y,NA,0.4%,0.0%,72.3%,10.2%,4.2%,13.0%,100.0%,8.8%,15.1%
